City,Country,Date,AQI,PM2.5,PM10,CO,NO2,O3,SO2,Temperature,Humidity,Wind_Speed
London,UK,2019-02-06,47.1,30.9,40.8,4.3,11.2,63.5,6.6,37.5,42.1,13.8
Stockholm,Sweden,2018-10-15,5.0,2.5,3.5,4.83,0.6,78.5,0.4,,61.6,13.7
Jakarta,Indonesia,2017-06-09,106.8,57.7,109.1,0.86,26.2,46.2,10.8,21.1,40.7,1.9
Bangkok,Thailand,2016-01-12,117.7,62.3,92.7,3.27,28.6,50.2,13.2,20.2,20.3,12.7
Lahore,Pakistan,2022-08-13,142.3,85.2,130.1,0.63,15.5,34.2,16.6,27.3,29.6,2.5
Bangkok,Thailand,2017-11-23,93.6,64.3,108.5,3.65,,26.3,13.5,-1.8,77.0,14.7
Seoul,South Korea,2021-03-14,92.5,59.1,116.0,3.56,15.5,49.7,11.7,30.5,25.6,9.4
Johannesburg,South Africa,2021-10-25,52.8,33.5,43.8,1.36,,62.4,5.6,-1.5,75.4,12.7
Delhi,India,2020-06-14,214.5,122.3,195.6,4.83,54.9,44.7,30.2,39.7,43.1,13.4
São Paulo,Brazil,2022-10-28,96.0,44.6,63.0,1.98,20.4,63.2,13.5,2.1,63.4,8.5
Lima,Peru,2022-09-17,32.9,18.8,36.2,1.23,7.7,25.6,3.4,25.4,70.3,11.2
Karachi,Pakistan,2016-12-02,154.1,96.8,157.8,1.82,25.3,30.5,18.8,2.1,67.7,10.1
Stockholm,Sweden,2015-06-16,92.0,36.8,54.9,2.08,26.3,47.9,9.3,24.9,,6.8
Cairo,Egypt,2020-11-01,125.9,81.0,145.1,2.56,21.3,55.5,11.9,16.0,36.6,12.0
Wuhan,China,2020-03-27,127.8,61.8,87.3,4.33,19.6,61.9,7.7,,31.0,2.8
Lima,Peru,2015-04-18,44.6,25.8,41.5,4.02,13.3,31.3,2.5,15.8,41.6,10.2
Mexico City,Mexico,2024-09-17,43.2,20.0,29.0,2.12,10.2,40.2,3.6,14.1,94.3,1.8
Karachi,Pakistan,2019-06-10,169.5,109.9,173.5,0.55,,43.9,16.6,-1.1,71.9,10.8
Johannesburg,South Africa,2017-08-31,60.1,36.6,52.9,3.6,15.6,67.0,3.2,36.9,73.6,12.3
Bangkok,Thailand,2024-06-25,80.4,44.9,78.7,1.99,15.4,62.7,9.4,21.7,23.7,4.7
Buenos Aires,Argentina,2024-07-22,5.0,3.1,4.8,4.57,1.0,49.0,0.4,1.0,20.7,10.3
São Paulo,Brazil,2019-07-25,66.2,32.9,63.0,2.55,18.3,23.7,8.9,36.9,88.5,5.4
Tokyo,Japan,2016-12-20,5.0,3.4,5.5,2.04,1.1,51.7,0.5,17.6,27.4,14.1
Paris,France,2017-01-02,81.5,46.6,61.7,,19.4,47.4,10.0,2.0,94.1,7.0
Nairobi,Kenya,2015-09-17,55.6,33.2,51.0,3.68,8.7,65.9,6.5,4.5,23.8,14.0
Lagos,Nigeria,2017-05-31,73.2,42.0,63.3,3.39,17.6,24.5,4.0,39.6,77.6,4.3
Sydney,Australia,2021-05-08,36.7,19.3,25.6,3.05,,52.6,4.7,34.9,50.5,6.5
Dhaka,Bangladesh,2021-10-30,192.2,115.0,199.5,2.58,43.9,62.2,27.4,31.0,46.9,6.8
Paris,France,2019-09-25,21.0,12.7,17.5,4.0,6.1,58.6,1.2,5.7,27.3,5.0
Buenos Aires,Argentina,2021-08-02,29.6,15.0,21.5,3.41,8.3,22.1,3.5,8.0,48.1,3.9
Stockholm,Sweden,2023-12-18,37.4,15.2,29.7,2.5,7.4,66.4,4.2,0.5,27.9,4.2
Bangkok,Thailand,2017-08-22,127.4,80.9,161.5,3.33,19.8,71.9,9.9,6.7,25.5,1.6
Mumbai,India,2019-05-26,168.8,85.4,153.6,1.9,27.3,49.3,8.8,17.1,94.3,12.1
Karachi,Pakistan,2022-01-16,162.3,96.8,157.1,4.18,19.4,34.0,21.0,33.2,59.7,0.8
Bangkok,Thailand,2023-11-11,86.8,56.1,89.3,1.19,22.6,47.5,9.6,32.0,59.2,2.1
London,UK,2020-07-16,41.6,20.2,40.4,0.33,8.2,62.3,5.9,,39.2,4.0
Lahore,Pakistan,2022-11-24,179.7,122.6,214.5,2.81,36.1,55.6,21.8,30.8,72.4,10.7
Tehran,Iran,2019-05-24,117.8,78.9,148.1,0.5,27.5,47.3,13.2,25.9,73.6,13.1
Mexico City,Mexico,2019-11-28,136.1,85.6,123.5,0.47,,55.2,13.9,26.3,83.2,2.9
Lahore,Pakistan,2020-08-13,177.1,,145.9,4.3,42.4,38.0,10.5,30.0,36.3,6.9
Delhi,India,2017-05-28,176.0,107.1,200.2,3.65,28.1,73.7,18.5,15.9,63.1,7.5
Jakarta,Indonesia,2016-02-01,179.5,94.5,174.2,3.87,27.9,25.8,24.3,2.6,22.3,6.3
London,UK,2018-07-15,27.4,17.1,31.6,0.52,5.7,28.1,2.7,10.7,35.1,14.2
Tokyo,Japan,2019-09-14,45.0,25.6,36.6,3.04,12.8,42.7,2.9,26.2,69.2,0.5
Buenos Aires,Argentina,2016-02-10,32.6,13.1,25.9,3.85,5.6,46.0,3.4,27.3,33.0,3.3
Paris,France,2020-09-13,65.1,45.3,86.7,2.9,12.1,34.2,7.1,26.1,71.7,0.6
Wuhan,China,2023-09-24,129.6,66.4,,2.19,17.3,33.9,10.8,-4.1,45.6,12.4
Paris,France,2019-04-04,89.1,40.6,72.5,0.4,11.7,54.9,10.4,8.3,40.8,0.8
Tokyo,Japan,2017-07-06,56.8,28.3,49.2,4.95,10.6,25.7,6.9,35.4,71.0,7.7
Nairobi,Kenya,2020-01-31,94.4,50.4,80.4,4.82,10.1,41.9,7.7,39.2,20.5,4.7
Sydney,Australia,2022-09-17,48.0,27.3,52.8,4.4,10.3,53.3,3.1,-2.3,,9.4
Buenos Aires,Argentina,2024-11-27,49.7,20.1,39.4,0.64,14.0,31.5,3.8,34.2,53.9,10.6
Nairobi,Kenya,2018-12-28,58.2,32.7,51.4,4.05,5.9,54.8,5.9,33.2,63.2,14.9
Berlin,Germany,2015-05-27,29.5,16.3,32.3,4.74,4.2,69.6,3.9,38.3,58.2,8.2
Delhi,India,2015-04-14,214.0,140.6,246.8,2.45,34.7,78.2,17.9,6.5,79.4,7.7
Karachi,Pakistan,2021-02-27,206.4,95.2,137.6,0.66,47.3,42.3,11.5,24.3,42.3,2.8
Johannesburg,South Africa,2015-05-29,84.5,49.4,98.6,0.69,24.2,72.9,10.8,-0.4,41.8,4.4
Wuhan,China,2021-12-05,139.3,60.7,113.6,3.51,37.9,33.4,15.6,33.3,23.8,8.5
Tehran,Iran,2015-03-12,96.2,39.4,64.7,3.1,23.9,25.2,8.8,6.6,35.5,4.1
London,UK,2020-02-12,6.6,4.1,6.6,0.6,1.1,26.6,0.5,0.8,92.9,13.3
Mumbai,India,2021-04-12,158.8,103.6,140.0,3.56,25.2,49.4,19.5,-3.4,33.2,9.9
Ho Chi Minh City,Vietnam,2019-01-19,113.8,54.3,76.3,4.65,31.1,74.6,7.1,36.6,63.6,10.2
Johannesburg,South Africa,2023-11-30,65.5,30.6,52.3,1.79,8.1,62.6,6.7,-3.2,70.4,13.0
London,UK,2022-01-08,35.8,24.3,37.3,0.71,8.7,74.1,2.9,6.9,73.6,11.1
Johannesburg,South Africa,2018-05-12,12.2,5.6,,4.65,3.2,42.1,1.8,11.4,37.6,14.5
Buenos Aires,Argentina,2018-11-05,5.4,2.4,3.9,1.0,1.3,29.4,0.3,14.8,27.1,12.3
Jakarta,Indonesia,2024-05-17,151.9,85.7,153.7,1.09,38.0,25.1,18.1,15.9,37.1,7.5
London,UK,2024-01-03,32.2,14.4,20.4,2.81,7.2,45.2,2.5,-2.0,23.7,1.1
Lagos,Nigeria,2022-12-31,98.0,68.2,132.9,0.5,20.6,58.0,5.4,27.8,94.1,6.7
Seoul,South Korea,2018-06-02,63.4,37.9,68.8,4.01,7.3,68.0,8.6,-3.0,22.9,8.5
Nairobi,Kenya,2016-04-24,85.8,48.1,84.7,2.83,8.7,70.6,6.0,5.4,68.6,7.4
Istanbul,Turkey,2022-06-29,173.2,95.2,151.5,2.57,22.2,78.2,18.6,7.9,73.5,13.3
Toronto,Canada,2024-07-28,20.3,9.4,17.6,3.05,2.3,79.8,2.2,35.0,57.6,8.9
Ho Chi Minh City,Vietnam,2019-10-03,73.7,38.8,56.4,4.82,10.0,51.6,4.3,39.7,61.7,12.3
Berlin,Germany,2018-01-26,46.7,24.9,40.3,0.31,8.1,77.1,5.5,36.4,35.0,7.6
Ho Chi Minh City,Vietnam,2022-02-16,171.7,97.9,141.4,3.7,27.8,61.3,11.0,1.0,46.1,15.0
Lima,Peru,2015-03-28,129.4,62.5,111.3,1.44,31.5,47.4,17.8,19.5,33.8,12.4
Cairo,Egypt,2015-08-25,154.6,65.8,87.7,0.94,41.6,39.2,15.5,22.1,75.8,12.5
Tehran,Iran,2020-11-18,100.8,58.7,98.9,1.67,19.1,64.4,11.4,16.7,40.4,10.2
Chengdu,China,2020-04-08,149.1,,117.6,1.12,25.0,74.5,18.7,35.1,83.2,7.2
Toronto,Canada,2024-05-23,56.0,,41.6,0.75,13.4,48.9,2.8,32.1,66.5,1.1
São Paulo,Brazil,2015-04-09,56.1,34.6,46.4,3.76,11.3,67.0,7.6,29.5,25.9,7.2
Wuhan,China,2017-05-19,175.9,76.9,146.7,4.96,52.4,67.8,17.0,3.0,65.6,9.4
Cairo,Egypt,2017-06-30,130.3,76.2,105.3,3.28,36.4,48.3,16.5,23.6,20.2,2.3
Dhaka,Bangladesh,2022-06-23,166.6,82.2,142.0,3.18,19.6,32.9,18.9,31.0,34.4,10.7
Stockholm,Sweden,2023-06-11,54.1,,37.8,4.3,9.4,36.2,6.7,13.0,73.0,2.3
Los Angeles,USA,2020-12-20,63.5,38.7,73.6,,14.7,59.4,3.4,14.9,61.3,10.1
Beijing,China,2021-05-03,135.0,81.5,128.5,3.66,18.5,38.3,19.6,29.1,87.4,3.4
Berlin,Germany,2021-07-03,58.9,23.8,31.8,3.93,13.8,32.8,5.5,24.5,21.1,10.3
Johannesburg,South Africa,2024-12-25,135.4,58.0,82.1,2.31,30.5,40.7,8.3,32.2,57.5,4.6
Paris,France,2020-02-27,12.4,6.0,9.3,1.53,3.7,35.5,1.4,3.6,61.8,7.9
São Paulo,Brazil,2016-02-20,37.8,19.2,36.6,1.7,10.4,44.4,4.4,-4.5,53.1,9.9
Tehran,Iran,2019-06-05,111.8,53.7,92.5,0.53,29.8,77.6,7.4,5.1,91.2,2.9
Seoul,South Korea,2019-02-10,36.1,23.0,40.8,3.5,5.2,42.6,2.4,2.3,57.2,10.3
Lima,Peru,2018-12-04,10.7,7.2,12.9,3.24,2.6,36.1,1.5,4.0,30.4,13.6
Ho Chi Minh City,Vietnam,2023-07-05,119.5,78.2,118.0,1.68,34.9,77.9,17.5,1.2,62.9,1.0
Los Angeles,USA,2019-04-05,46.3,24.7,36.5,0.52,8.2,26.5,5.9,12.5,22.3,4.4
Johannesburg,South Africa,2023-09-02,101.7,54.5,96.8,4.0,30.2,71.3,9.7,-0.3,69.8,6.6
London,UK,2021-01-12,15.3,6.5,12.2,1.17,3.7,63.6,1.2,20.0,73.4,2.4
Dhaka,Bangladesh,2019-01-31,160.4,98.7,147.7,0.8,32.7,68.4,12.9,6.7,35.6,7.4
Buenos Aires,Argentina,2017-12-06,73.9,41.3,70.0,0.85,16.6,60.7,6.7,22.0,37.5,9.8
Buenos Aires,Argentina,2019-03-31,54.2,31.2,46.0,4.01,14.4,26.3,7.4,29.9,61.5,1.3
Cairo,Egypt,2023-11-05,84.4,54.8,83.6,3.03,16.0,72.7,8.4,7.5,74.2,11.6
Cairo,Egypt,2023-11-13,124.8,77.9,103.9,4.2,24.5,28.8,18.5,24.3,86.9,3.1
Los Angeles,USA,2015-11-14,5.0,,3.6,2.81,1.2,46.2,0.4,-4.6,91.2,11.7
Seoul,South Korea,2024-10-09,127.7,86.3,164.4,0.57,28.5,33.5,17.6,31.9,32.8,11.9
London,UK,2017-11-06,75.1,51.2,87.0,4.16,21.4,51.1,9.3,24.8,70.4,8.0
Johannesburg,South Africa,2020-09-11,46.2,26.2,45.7,2.67,6.7,61.6,4.1,0.7,83.8,3.1
Stockholm,Sweden,2017-04-01,56.5,,36.4,1.0,6.5,37.0,5.8,2.8,92.8,10.6
Buenos Aires,Argentina,2023-09-21,104.6,63.3,101.5,2.51,29.1,63.3,11.4,37.8,69.7,6.3
Los Angeles,USA,2021-08-10,58.9,32.4,42.3,3.59,12.8,29.5,7.1,-4.1,,2.7
Mexico City,Mexico,2016-09-26,108.9,60.3,78.8,4.24,28.8,65.8,11.3,4.8,68.0,12.8
Johannesburg,South Africa,2018-01-13,74.1,31.9,46.1,0.81,11.5,54.8,9.8,-0.7,31.8,4.7
Nairobi,Kenya,2019-03-31,63.2,42.2,61.5,0.9,17.4,73.0,8.1,12.2,88.5,6.9
Nairobi,Kenya,2017-10-12,57.2,37.7,49.0,1.59,13.1,75.3,2.9,15.9,58.7,15.0
Beijing,China,2015-12-31,78.2,34.3,57.8,1.02,19.2,41.8,9.1,35.3,79.4,12.1
Lahore,Pakistan,2016-11-09,132.2,61.7,110.7,2.21,36.7,49.2,7.5,13.7,30.0,14.9
London,UK,2015-07-18,56.0,31.8,49.5,3.15,11.6,75.1,3.8,,85.3,14.0
Nairobi,Kenya,2015-07-21,76.3,43.9,77.6,4.97,10.2,37.7,8.0,4.7,63.5,11.8
Berlin,Germany,2015-12-01,52.7,26.4,37.5,3.52,12.5,46.3,5.8,30.9,75.0,10.3
Buenos Aires,Argentina,2023-11-19,86.7,36.9,63.0,4.48,9.3,43.9,7.7,6.4,63.1,3.0
Nairobi,Kenya,2016-11-11,125.2,55.9,110.5,0.35,24.7,22.2,17.2,30.9,36.9,2.5
Mexico City,Mexico,2018-06-23,107.5,45.2,85.8,4.31,22.6,75.2,9.1,3.0,42.8,2.3
Dhaka,Bangladesh,2022-02-01,171.0,107.4,153.9,2.86,26.7,27.9,12.7,22.0,68.8,3.2
Nairobi,Kenya,2022-10-23,28.2,16.8,25.7,1.54,8.1,74.0,2.8,22.2,69.3,10.0
London,UK,2019-12-15,99.8,53.5,85.4,1.7,13.5,35.8,10.5,,93.5,3.6
Mumbai,India,2019-01-03,203.8,87.4,149.6,1.19,36.3,53.4,10.4,33.8,52.9,9.5
Chengdu,China,2024-05-05,194.9,119.0,180.5,2.73,32.1,58.7,26.3,23.8,33.4,4.1
Wuhan,China,2015-12-01,105.8,48.9,67.5,3.5,16.3,74.4,7.3,6.0,83.9,8.8
Sydney,Australia,2023-08-04,68.8,28.5,42.5,4.43,17.3,20.2,7.1,6.0,94.1,14.8
Wuhan,China,2021-03-19,162.8,113.2,172.0,4.83,30.4,70.1,16.8,4.2,86.0,1.5
Paris,France,2018-12-02,6.6,4.3,8.1,3.38,1.0,51.9,0.7,35.0,32.0,7.2
Delhi,India,2022-06-05,141.6,65.9,,2.55,28.7,73.8,10.5,9.8,43.1,10.1
Istanbul,Turkey,2019-03-01,86.2,56.9,84.5,4.36,17.5,47.4,12.5,8.7,26.2,10.2
Cairo,Egypt,2016-07-22,114.9,65.3,95.8,0.65,12.8,77.5,8.8,21.2,56.3,5.8
Los Angeles,USA,2017-11-04,59.8,34.0,64.1,2.12,10.2,60.8,5.2,18.0,33.0,4.6
Delhi,India,2019-03-20,209.9,100.2,162.9,4.18,58.4,70.3,12.9,36.0,71.3,9.5
Mexico City,Mexico,2020-03-29,73.5,44.1,84.7,5.0,15.8,60.3,8.5,26.3,38.5,2.8
Sydney,Australia,2015-10-22,82.3,48.3,81.5,2.64,11.9,42.4,5.0,-2.0,21.0,1.8
Sydney,Australia,2015-08-11,28.9,20.0,26.3,3.98,6.7,71.5,4.2,31.6,79.8,1.8
Beijing,China,2022-05-09,222.6,104.9,199.8,4.54,,36.7,15.9,23.1,90.6,8.9
Wuhan,China,2018-07-06,148.9,84.8,150.3,2.97,32.0,64.4,13.3,35.7,,11.0
São Paulo,Brazil,2019-03-26,115.6,78.5,145.8,0.93,,47.9,12.8,39.6,47.0,5.6
London,UK,2017-11-09,35.7,18.4,28.6,2.56,8.6,55.5,3.5,3.8,33.0,13.8
Mumbai,India,2019-04-12,131.7,80.6,150.1,2.23,14.6,35.1,17.4,20.2,,6.0
Cairo,Egypt,2018-08-05,187.5,118.9,231.8,3.78,51.7,20.6,27.7,3.6,84.8,14.0
Lahore,Pakistan,2019-02-06,185.7,101.4,150.1,3.85,36.1,74.0,22.5,1.3,38.8,4.3
Jakarta,Indonesia,2018-11-26,101.8,61.1,117.6,3.09,25.5,39.0,10.4,17.7,72.6,8.0
Karachi,Pakistan,2020-05-11,145.7,101.1,156.8,4.09,16.6,25.4,17.3,15.6,86.0,13.0
Los Angeles,USA,2021-03-25,29.6,19.1,36.4,3.98,6.1,35.9,3.8,9.3,38.4,3.0
Wuhan,China,2023-06-29,140.4,86.0,159.7,1.78,37.7,23.5,20.9,13.8,44.4,13.9
Lima,Peru,2018-06-07,34.7,17.6,,2.29,9.4,71.0,3.8,39.6,83.3,10.4
Seoul,South Korea,2024-06-30,41.4,20.3,36.2,1.17,4.9,51.9,2.1,22.4,87.6,3.3
Beijing,China,2023-09-11,167.6,113.1,202.8,0.94,29.6,65.4,19.5,2.0,24.7,10.4
Buenos Aires,Argentina,2020-05-21,45.5,20.6,38.7,4.82,6.5,37.0,5.5,18.8,27.9,14.0
Paris,France,2020-02-22,5.5,2.7,4.5,2.65,1.1,49.8,0.6,12.7,31.0,10.1
Mumbai,India,2022-06-02,189.2,79.2,146.6,0.89,50.1,60.3,23.2,39.0,90.5,4.9
Johannesburg,South Africa,2022-01-26,88.2,46.0,65.7,2.09,26.1,49.4,12.8,-1.8,22.9,8.8
Lima,Peru,2022-08-09,75.5,50.0,91.7,1.39,12.6,38.3,9.2,38.6,41.0,9.0
Istanbul,Turkey,2015-03-22,49.7,33.0,63.8,0.87,12.6,28.5,6.9,16.4,87.4,1.6
Lima,Peru,2021-08-20,78.7,35.4,56.5,2.89,11.2,71.5,10.5,-4.0,21.5,6.8
Beijing,China,2023-08-23,194.8,122.8,242.0,1.63,57.2,51.9,21.6,5.3,54.6,11.5
Karachi,Pakistan,2018-01-13,177.7,106.7,179.8,0.67,45.4,55.9,20.8,-4.9,26.6,11.0
Johannesburg,South Africa,2017-04-05,67.3,30.9,51.1,1.77,15.1,67.8,4.6,24.2,52.6,3.3
Lahore,Pakistan,2024-12-26,178.9,125.1,226.9,,26.0,26.4,9.0,27.8,81.7,3.2
Nairobi,Kenya,2016-07-04,57.7,33.2,65.4,4.6,6.0,23.0,8.4,-2.4,63.7,1.6
Buenos Aires,Argentina,2018-09-24,72.6,40.7,74.6,0.58,7.4,62.9,10.6,3.7,31.2,5.5
Toronto,Canada,2015-04-24,5.0,3.1,6.1,4.07,0.5,32.4,0.4,37.6,65.4,14.9
Mexico City,Mexico,2017-09-01,90.8,48.4,79.4,0.84,16.8,31.8,12.5,17.9,91.4,5.5
Lima,Peru,2023-06-01,67.2,33.7,50.2,3.99,10.5,37.3,3.7,38.4,86.5,4.7
Berlin,Germany,2020-08-17,44.0,19.1,30.6,0.71,9.6,22.9,5.0,26.8,62.8,7.3
Chengdu,China,2018-10-26,133.9,54.0,83.2,3.92,30.7,27.5,15.9,20.9,32.5,11.5
Beijing,China,2019-04-08,179.4,92.1,123.5,4.35,47.4,39.1,18.5,18.1,33.3,2.6
Delhi,India,2017-10-30,141.8,93.6,169.2,0.64,40.0,78.8,18.1,10.9,50.4,13.1
Buenos Aires,Argentina,2018-03-24,72.7,33.3,64.4,,15.3,66.5,3.8,27.1,64.9,8.1
Stockholm,Sweden,2015-10-15,21.5,14.0,20.6,2.6,2.8,78.4,1.5,31.1,,4.2
Istanbul,Turkey,2024-07-25,109.0,72.1,96.1,4.79,12.6,63.3,7.7,32.8,84.7,8.5
Mexico City,Mexico,2024-09-01,135.8,86.7,165.7,3.77,38.2,57.6,15.9,20.7,56.6,10.0
Tehran,Iran,2020-09-03,146.7,75.1,119.3,0.37,30.1,27.9,17.8,30.1,74.2,8.4
Mumbai,India,2019-01-17,183.6,109.0,184.1,3.83,51.2,52.2,11.2,0.9,48.2,7.7
Mumbai,India,2016-06-20,147.0,69.4,125.9,4.93,20.2,40.3,12.5,5.0,35.3,2.4
Mumbai,India,2022-03-27,175.7,104.5,157.1,1.51,38.3,61.8,13.2,10.6,41.8,1.8
Berlin,Germany,2016-02-17,104.8,55.0,109.4,3.24,29.1,75.0,13.8,7.1,52.3,0.5
Mexico City,Mexico,2015-05-31,123.6,76.6,107.0,1.37,19.3,45.0,11.1,4.3,,4.7
Berlin,Germany,2022-04-02,37.1,17.0,30.5,1.86,,75.0,4.1,32.1,71.4,14.4
Sydney,Australia,2015-03-09,18.7,8.9,15.9,4.16,5.5,57.1,2.5,27.0,78.1,9.2
Buenos Aires,Argentina,2024-09-09,72.3,46.9,86.4,0.49,8.0,26.2,9.6,22.5,64.2,3.6
Tehran,Iran,2016-07-28,126.2,80.7,151.6,1.48,33.5,38.8,16.6,-1.9,45.9,11.7
Dhaka,Bangladesh,2020-12-17,178.0,80.7,141.4,3.23,32.3,60.0,10.9,9.5,22.8,13.8
Delhi,India,2021-10-28,194.0,89.5,160.6,4.12,35.2,69.0,19.2,30.9,76.8,8.6
Wuhan,China,2021-05-15,138.9,71.9,98.7,2.76,30.0,78.1,10.9,13.0,61.4,12.9
Mexico City,Mexico,2017-12-24,60.7,28.6,47.8,0.9,14.5,71.6,3.2,3.8,63.4,12.5
Mexico City,Mexico,2019-12-31,135.3,56.2,107.6,,19.2,39.5,11.0,5.0,67.9,14.8
Wuhan,China,2022-02-16,167.3,78.6,118.1,4.71,37.7,32.8,21.8,36.5,50.3,3.0
Toronto,Canada,2021-12-06,20.8,9.4,17.9,0.7,3.8,20.9,1.6,26.8,35.2,15.0
Delhi,India,2019-04-12,161.8,,132.0,4.89,47.0,67.9,23.8,32.8,24.4,12.8
Jakarta,Indonesia,2019-08-01,117.8,69.1,122.3,4.02,,27.7,11.1,11.3,76.5,3.8
Johannesburg,South Africa,2021-06-01,89.8,52.8,79.1,0.84,16.9,77.7,13.2,26.9,78.3,3.5
São Paulo,Brazil,2020-02-22,123.3,55.5,89.9,1.06,27.9,66.3,16.4,28.0,31.9,12.5
Toronto,Canada,2016-01-26,58.1,37.8,55.8,2.54,12.5,22.1,8.2,18.0,34.4,2.8
Beijing,China,2023-03-19,156.5,88.0,128.7,,31.0,40.4,10.0,4.5,55.3,2.4
Los Angeles,USA,2019-08-22,30.6,19.4,29.6,1.51,8.4,45.6,4.2,28.4,26.9,12.3
Delhi,India,2020-01-24,147.6,59.0,90.6,1.2,27.6,25.5,20.6,0.3,77.3,14.1
Ho Chi Minh City,Vietnam,2019-06-09,150.5,75.8,137.4,3.66,16.2,24.2,9.3,20.6,24.1,9.0
Ho Chi Minh City,Vietnam,2016-05-11,163.3,104.1,138.0,,35.5,73.7,18.2,16.8,74.7,3.7
Seoul,South Korea,2021-12-15,105.0,,85.0,4.59,27.6,74.3,15.6,18.7,31.5,9.3
Lagos,Nigeria,2015-12-13,148.5,63.4,84.1,3.57,22.6,43.1,12.0,22.7,31.6,10.9
London,UK,2016-07-03,19.0,12.4,24.0,4.7,3.3,67.7,1.9,7.1,76.0,4.0
Paris,France,2019-11-20,16.6,8.2,15.7,0.94,4.2,43.2,2.3,14.8,50.7,6.7
Johannesburg,South Africa,2021-08-22,120.2,48.5,86.9,1.26,33.2,42.6,10.1,27.1,74.2,9.7
Buenos Aires,Argentina,2017-12-11,48.0,33.0,,1.73,13.1,39.5,7.2,26.1,68.7,2.7
Beijing,China,2023-04-29,164.2,73.3,135.5,0.95,28.2,48.6,21.4,23.5,76.1,4.0
Beijing,China,2015-10-08,154.7,100.4,156.6,0.62,42.5,78.1,17.7,11.0,51.0,4.2
São Paulo,Brazil,2022-02-27,78.7,31.6,61.8,0.6,19.7,62.3,9.1,-3.2,69.2,9.4
Cairo,Egypt,2018-07-05,69.8,32.8,53.2,2.11,16.6,36.2,9.0,39.1,72.4,7.9
Delhi,India,2023-03-29,193.6,134.5,200.5,2.97,36.5,32.0,24.8,0.3,52.2,3.6
Nairobi,Kenya,2015-06-28,31.8,16.4,29.2,1.65,4.2,36.7,2.0,7.4,23.3,1.4
Bangkok,Thailand,2021-12-19,105.7,47.9,90.6,4.98,18.8,46.9,8.3,0.4,67.8,12.8
Cairo,Egypt,2021-08-24,137.3,81.2,144.8,0.63,32.9,56.3,18.8,2.4,24.7,12.3
Berlin,Germany,2020-10-22,15.4,7.9,15.1,1.61,2.9,56.9,1.8,21.7,24.5,11.8
Cairo,Egypt,2016-12-05,138.7,76.4,100.0,3.56,26.6,27.6,9.4,29.1,90.9,2.9
Mexico City,Mexico,2015-03-21,95.7,47.5,81.2,1.22,20.7,69.9,10.9,3.7,76.2,7.2
Seoul,South Korea,2022-09-27,50.6,33.1,48.2,2.71,11.7,23.4,3.2,30.4,45.8,10.7
Tokyo,Japan,2021-04-16,37.0,21.9,37.5,2.63,6.6,29.0,5.5,23.9,34.6,12.6
Tokyo,Japan,2019-03-03,38.3,22.7,33.1,0.32,5.4,69.1,5.5,24.8,43.3,6.8
Mumbai,India,2024-01-19,171.1,113.7,200.7,0.7,29.7,52.3,22.2,36.4,30.0,12.6
Tokyo,Japan,2018-04-01,54.9,30.0,59.8,2.01,8.4,77.8,6.0,8.0,41.6,1.8
Seoul,South Korea,2023-05-11,30.4,18.7,29.6,0.74,7.5,31.0,2.5,17.5,61.6,4.8
Berlin,Germany,2024-08-21,56.0,26.3,49.2,2.14,13.6,73.1,5.3,25.4,83.3,4.1
Ho Chi Minh City,Vietnam,2015-10-12,95.6,62.9,84.5,2.51,11.7,73.2,7.1,11.7,90.3,8.7
Mexico City,Mexico,2016-06-16,120.7,82.9,108.9,2.21,35.0,68.9,8.6,34.8,35.1,14.1
Los Angeles,USA,2024-01-25,54.2,37.0,,1.37,11.5,31.3,4.8,2.6,61.8,9.4
Delhi,India,2019-08-05,210.5,89.7,145.0,1.66,38.4,70.1,31.1,3.1,24.6,3.4
Mumbai,India,2022-04-02,153.3,101.7,152.7,1.85,35.7,40.5,21.5,31.0,46.8,14.6
London,UK,2019-07-28,28.7,20.0,39.2,4.84,5.6,29.9,2.0,16.3,70.7,7.2
Chengdu,China,2016-11-02,157.5,108.6,190.3,2.21,37.5,67.5,13.7,16.4,68.1,9.7
Lima,Peru,2018-03-25,23.7,16.0,26.4,3.9,2.6,42.9,1.6,12.7,79.6,13.9
Lima,Peru,2023-09-26,74.4,32.4,48.9,3.4,10.5,23.1,10.8,9.8,51.5,4.5
Nairobi,Kenya,2016-11-13,148.0,69.2,124.5,3.51,43.1,47.6,13.1,11.2,47.3,1.0
Johannesburg,South Africa,2017-10-15,87.5,38.2,73.1,0.56,15.1,33.2,10.0,9.7,21.2,13.5
Buenos Aires,Argentina,2021-04-27,20.5,8.4,11.2,,2.2,52.9,2.8,10.6,46.2,2.0
Karachi,Pakistan,2019-02-08,161.1,110.5,179.0,3.77,44.1,26.7,12.3,17.6,42.3,1.3
Los Angeles,USA,2022-10-20,49.8,26.3,48.9,1.09,9.3,31.1,6.6,18.5,63.4,11.3
Bangkok,Thailand,2015-05-02,97.0,41.9,79.2,2.53,22.1,71.2,8.0,,67.4,4.5
Lima,Peru,2020-12-14,67.3,28.6,39.1,4.5,14.2,35.6,6.0,32.7,62.8,1.0
Wuhan,China,2017-01-22,161.4,90.7,130.3,3.66,33.4,31.4,18.6,,91.6,4.3
São Paulo,Brazil,2016-01-29,44.7,24.7,44.4,3.14,5.5,75.3,5.4,21.1,30.8,2.5
